FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
4920	Point	NCRK1	no_flooding	Norcatur	40	-99.992778	Sappa Creek	KS	5.37	7/8/2016 15:30	ft	16	17	20	22	 	ft	gld	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gld&gage=ncrk1
4921	Point	NCSP1	no_flooding	New Castle	41.017778	-80.362778	Shenango River	PA	6.89	7/8/2016 15:30	ft	15.9	19	21	23	 	ft	pbz	NAD83/WGS84	HGIRG	0.65	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=ncsp1
4922	Point	NCST2	no_flooding	Neches	31.892222	-95.430556	Neches River	TX	3.99	7/8/2016 15:30	ft	11.5	12	18	24	 	ft	shv	NAD83/WGS84	HGIRG	0.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=ncst2
4923	Point	NCTO1	no_flooding	Newcomerstown	40.261389	-81.609167	Tuscarawas River	OH	0.98	7/8/2016 16:00	ft	8	11	13	19	 	ft	pbz	NAD83/WGS84	HGIRG	0.68	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=ncto1
4924	Point	NCUW2	no_flooding	New Cumberland Lock and Dam	40.528056	-80.625833	Ohio River	WV	13.76	7/8/2016 16:00	ft	26.6	36	38	39	 	ft	pbz	NAD83/WGS84	HTIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=ncuw2
4925	Point	NDMW2	not_defined	Needmore	39.042778	-78.797778	Parker Hollow Run	WV	48.8	7/8/2016 15:30	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=ndmw2
4926	Point	NDRI2	no_flooding	Plainfield	41.69	-88.166389	Du Page River	IL	7.78	7/8/2016 15:45	ft	10	12	14	15	 	ft	lot	NAD83/WGS84	HGIRG	0.55	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=ndri2
4927	Point	NDST2	not_defined	Natural Dam Salt Lake	32.22	-101.629167	Sulphur Springs	TX	2447.33	7/8/2016 16:15	ft	 	 	 	 	 	ft	maf	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=ndst2
4928	Point	NDYG1	no_flooding	Blackwells	34.056389	-84.535556	Noonday Creek	GA	0.81	7/8/2016 15:30	ft	9	11	15	18	 	ft	ffc	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ndyg1
4929	Point	NEAO1	no_flooding	Newark (Stadden Bridge)	40.059167	-82.339722	Licking River (OH)	OH	2.02	7/8/2016 16:00	ft	11	14	16	18	 	ft	iln	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=neao1
4930	Point	NEBI3	no_flooding	Nebraska	39.070278	-85.486111	Brush Creek (IN)	IN	2.04	7/8/2016 11:00	ft	6	8	10	13	0	cfs	ind	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nebi3
4931	Point	NEBN1	no_flooding	Nebraska City	40.681778	-95.847111	Missouri River	NE	13.68	7/8/2016 16:00	ft	16	18	23	27	1.5	ft	oax	NAD83/WGS84	HGIRG	57.4	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=nebn1
4932	Point	NEBS2	no_flooding	Nebraska-South Dakota State Line	43.013056	-102.835278	White River (NE-SD)	SD	4.11	7/8/2016 15:45	ft	13	15	18	19	 	ft	unr	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=nebs2
4933	Point	NECL1	no_flooding	Fort Necessity	32.070833	-91.928056	Boeuf River	LA	35.91	7/8/2016 15:00	ft	49	50	55	60	 	ft	jan	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jan&gage=necl1
4934	Point	NEEN7	no_flooding	NEEDMORE	35.336389	-83.526944	Little Tennessee River	NC	2.14	7/8/2016 16:15	ft	7.5	10	13	16	 	ft	gsp	NAD83/WGS84	HGIRG	0.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=neen7
4935	Point	NEEP1	not_defined	Needmore	39.898333	-78.1325	Tonoloway Creek	PA	2.96	7/8/2016 16:00	ft	 	 	 	 	 	ft	ctp	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=neep1
4936	Point	NEIN6	no_flooding	Oneida	43.097222	-75.638889	Oneida Creek	NY	1.77	7/8/2016 15:15	ft	10	11	13	15	 	ft	bgm	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=nein6
4937	Point	NEIW3	no_flooding	Neillsville	44.559722	-90.615556	Black River (WI)	WI	4.28	7/8/2016 15:15	ft	16	18	20	22	 	ft	arx	NAD83/WGS84	HGIRP	0.53	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=neiw3
4938	Point	NEKD1	no_flooding	Newark	39.689167	-75.748889	White Clay Creek	DE	5.88	7/8/2016 16:15	ft	10	11.5	15	16.5	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nekd1
4939	Point	NELS1	no_flooding	Neal Shoals Reservoir	34.664167	-81.449167	Broad River in NC/SC	SC	333.18	7/8/2016 16:15	ft	335	340	342	344	 	ft	gsp	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=nels1
4940	Point	NEOK1	no_flooding	Neosho Rapids	38.368056	-96	Neosho River	KS	6.01	7/8/2016 15:30	ft	17	22	23	44	 	ft	top	NAD83/WGS84	HGIRG	2.32	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=neok1
4941	Point	NEPF1	no_flooding	Newport on Old Magnolia Rd	30.271111	-84.148333	St. Marks River	FL	6.54	7/8/2016 16:00	ft	7	8	9	11	 	ft	tae	NAD83/WGS84	HGIRG	0.55	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=nepf1
4942	Point	NEPI4	no_flooding	Parnell	41.526667	-91.987778	English River	IA	13.87	7/8/2016 16:00	ft	23	24	 	 	 	ft	dvn	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=nepi4
4943	Point	NEPN4	no_flooding	Neptune City	40.198611	-74.07	Shark River	NJ	1.38	7/8/2016 15:30	ft	5	6	 	 	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nepn4
4944	Point	NEPT1	no_flooding	Newport	35.960556	-83.174444	Pigeon River	TN	3.33	7/8/2016 16:00	ft	6	8	10	12	 	ft	mrx	NAD83/WGS84	HGIRG	0.96	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nept1
4945	Point	NERN7	no_flooding	Boone	36.204444	-81.649444	Middle Fork New River	NC	0.82	7/8/2016 10:55	ft	10	12	15	19	 	ft	rnk	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=nern7
4946	Point	NEUU1	no_flooding	Neola	40.591389	-110.113611	Uinta River	UT	5.94	7/8/2016 15:30	ft	7.5	8.3	8.4	8.5	 	ft	slc	NAD83/WGS84	HGIRG	0.36	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=neuu1
4947	Point	NEVN6	no_flooding	Godeffroy	41.441111	-74.602222	Neversink River	NY	3.39	7/8/2016 15:15	ft	8	10	11	12	 	ft	bgm	NAD83/WGS84	HGIRG	0.23	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=nevn6
4948	Point	NEWA1	no_flooding	Newton (SR 134)	31.342778	-85.610556	Choctawhatchee River	AL	4.38	7/8/2016 15:30	ft	14	19	24	30	 	ft	tae	NAD83/WGS84	HGIRG	0.4	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=newa1
4949	Point	NEWG1	no_flooding	Newton (SR 37)	31.306667	-84.338611	Flint River (GA)	GA	4.64	7/8/2016 15:45	ft	20	24	31	41	 	ft	tae	NAD83/WGS84	HGIRG	2.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=newg1
4950	Point	NEWM7	no_flooding	Newburg	37.909444	-91.903333	Little Piney Creek	MO	3.8	7/8/2016 16:00	ft	12	 	 	 	 	ft	sgf	NAD83/WGS84	HGIRG	0.43	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=newm7
4951	Point	NEWW1	no_flooding	Chehalis	46.620278	-122.943889	Newaukum River	WA	1.06	7/8/2016 15:45	ft	 	10.5	12.5	13.5	 	ft	sew	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=neww1
4952	Point	NEWW3	no_flooding	New London	44.392222	-88.740278	Wolf River (WI)	WI	3.88	7/8/2016 15:00	ft	7	9	10.5	11.1	1.5	ft	grb	NAD83/WGS84	HGIRG	2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=neww3
4953	Point	NEZC1	not_defined	 	38.028056	-122.138056	Martinez	CA	2.19	7/8/2016 16:00	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=nezc1
4954	Point	NFBI1	not_defined	Ketchum	43.785758	-114.419331	North Fork Big Wood River	ID	5.52	7/8/2016 15:30	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=nfbi1
4955	Point	NFDA4	not_defined	Norfork Dam	36.249167	-92.237778	Norfork River	AR	553.97	7/8/2016 16:00	ft	 	 	 	 	 	ft	lzk	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=nfda4
4956	Point	NFDC1	not_defined	North Fork Dam	38.936111	-121.022778	North Fork American River	CA	0.52	7/8/2016 15:30	ft	 	 	 	 	 	ft	sto	NAD83/WGS84	HGIRG	0.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=nfdc1
4957	Point	NFEC1	obs_not_current	East Branch	40.011111	-121.216944	Feather River	CA	 	N/A	ft	 	 	 	 	 	ft	sto	NAD83/WGS84	N/A	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=nfec1
4958	Point	NFFQ2	no_flooding	Canadian Border	49.000556	-114.476389	North Fork Flathead River	MT	5.09	7/8/2016 15:30	ft	9.5	10.5	11	11.5	 	ft	mso	NAD83/WGS84	HGIRG	0.61	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=nffq2
4959	Point	NFFV1	no_flooding	Northfield Falls	44.1825	-72.641111	Dog River	VT	0.81	7/8/2016 15:30	ft	7	8	10	11	 	ft	btv	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=nffv1
4960	Point	NFGV2	no_flooding	Lincoln	39.072222	-77.683889	North Fork Goose Creek	VA	1.96	7/8/2016 16:15	ft	8	10	13	18	 	ft	lwx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=nfgv2
4961	Point	NFKN1	no_flooding	Norfolk	42.00378	-97.426033	Elkhorn River	NE	2.76	7/8/2016 15:15	ft	10	12	13	17	 	ft	oax	NAD83/WGS84	HGIRG	0.33	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=nfkn1
4962	Point	NFKN7	obs_not_current	Highway 221 near Sugar Hill	35.875556	-81.9425	N Fork Catawba River	NC	 	N/A	ft	6	7	10	12	 	ft	gsp	NAD83/WGS84	HGIRR	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=nfkn7
4963	Point	NFMM8	not_defined	St Mary Canal near Browning	48.970833	-113.055278	North Fork Milk River	MT	1.6	7/8/2016 16:15	ft	 	 	 	 	 	ft	tfx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=nfmm8
4964	Point	NFNW1	not_defined	N Fk Nooksack nr Glacier	48.906111	-121.931111	North Fork Nooksack River	WA	6.27	7/8/2016 16:15	ft	 	 	 	 	 	ft	sew	NAD83/WGS84	HGIRG	0.94	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nfnw1
4965	Point	NFPG1	no_flooding	Doraville	33.905556	-84.225	North Fork Peachtree Creek	GA	1.66	7/8/2016 16:00	ft	9	12	16	18	 	ft	ffc	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nfpg1
4966	Point	NFPV2	not_defined	Pound	37.125556	-82.626667	NF Pound River	VA	49.11	7/8/2016 15:30	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HTIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nfpv2
4967	Point	NFRV2	not_defined	Earlysville	38.163333	-78.425	North Fork Rivanna River	VA	1.46	7/8/2016 15:45	ft	 	 	 	 	 	ft	akq	NAD27	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=nfrv2
4968	Point	NFSI3	no_flooding	Nashville	39.201417	-86.247111	North Fork Salt Creek (IN)	IN	5.85	7/8/2016 15:45	ft	12	14	17	19.5	 	ft	ind	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nfsi3
4969	Point	NFSM7	no_flooding	Carthage 9NW	37.258889	-94.435	North Fork Spring River	MO	4.11	7/8/2016 15:30	ft	11	 	 	 	 	ft	sgf	NAD83/WGS84	HGIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=nfsm7
4970	Point	NFSM8	no_flooding	Augusta	47.640833	-112.859444	North Fork Sun River	MT	3.82	7/8/2016 15:30	ft	 	9	 	 	 	ft	tfx	NAD83/WGS84	HGIRG	1.63	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=nfsm8
4971	Point	NFSW4	no_flooding	Wapiti	44.469722	-109.429722	North Fork Shoshone River	WY	3.3	7/8/2016 15:15	ft	7	8	9	10	 	ft	riw	NAD83/WGS84	HGIRG	0.95	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=nfsw4
4972	Point	NFTI1	not_defined	Sugar City	43.887264	-111.758036	North Fork Teton River	ID	3.65	7/8/2016 15:30	ft	 	 	 	 	 	ft	pih	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=nfti1
4973	Point	NFVU1	no_flooding	Springdale	37.209722	-112.977778	North Fork Virgin River	UT	7.25	7/8/2016 15:45	ft	16	17	18	19	 	ft	slc	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=nfvu1
4974	Point	NGCT2	no_flooding	Inez	28.891111	-96.818889	Garcitas Creek	TX	5.28	7/8/2016 16:15	ft	10	20	22	24	 	ft	crp	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=crp&gage=ngct2
4975	Point	NGET2	no_flooding	Normangee	30.973611	-96.241389	Navasota River	TX	2.26	7/8/2016 16:00	ft	12	15	18	20	 	ft	hgx	NAD83/WGS84	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=nget2
4976	Point	NGIL1	not_defined	13NNE Grand Isle	29.4225	-89.950556	Barataria Bay and Waterway	LA	1.63	7/8/2016 15:15	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=ngil1
4977	Point	NGTC2	no_flooding	Northgate	40.936667	-106.339167	North Platte River	CO	3.35	7/8/2016 15:45	ft	7	8	9.5	10.5	 	ft	bou	NAD83/WGS84	HGIRG	0.63	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=ngtc2
4978	Point	NGTN4	no_flooding	New Gretna	39.622778	-74.441667	East Branch Bass River	NJ	3.93	7/8/2016 15:15	ft	5.5	6	 	 	 	ft	phi	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=ngtn4
4979	Point	NGTT2	no_flooding	Nugent	32.69	-99.669167	Clear Fork Brazos River	TX	1.92	7/8/2016 15:45	ft	14	18	22	29	 	ft	sjt	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=ngtt2
4980	Point	NHDV1	no_flooding	North Hartland	43.6025	-72.354722	Ottauquechee River	VT	36.32	7/8/2016 15:30	ft	159.5	 	 	 	 	ft	btv	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=nhdv1
4981	Point	NHMM3	no_flooding	Northampton	42.310833	-72.621944	Connecticut River	MA	102.55	7/8/2016 16:00	ft	110	112	115	120	100	ft	box	NAD27	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=nhmm3
4982	Point	NHPN7	no_flooding	Jordan Lake	35.654444	-79.068333	Haw River	NC	217.24	7/8/2016 16:00	ft	240	240	241	242	 	ft	rah	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=nhpn7
4983	Point	NHPP1	no_flooding	New Hope-Lambertville Bridge	40.364722	-74.948889	Delaware River	PA	-0.69	7/8/2016 15:45	ft	12	13	15	16	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nhpp1
4984	Point	NHRI3	no_flooding	New Harmony	38.131944	-87.940278	Wabash River	IN	6.84	7/8/2016 15:30	ft	10	15	20	23	 	ft	pah	NAD83/WGS84	HGIRG	32.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=nhri3
4985	Point	NHRI4	no_flooding	New Hartford	42.572	-92.618278	Beaver Creek (Northeast IA)	IA	3.21	7/8/2016 15:00	ft	11	12.5	14	15	 	ft	dmx	NAD83/WGS84	HGIRG	0.12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=nhri4
4986	Point	NHSH1	no_flooding	Quarantine Station	21.371944	-157.912778	North Halawa Stream	HI	3.35	7/8/2016 15:15	ft	 	10	 	12.35	 	ft	hnl	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=nhsh1
4987	Point	NHSO1	no_flooding	North Industry	40.749722	-81.369444	Nimishillen Creek	OH	3.59	7/8/2016 16:15	ft	8	9	10	12	 	ft	cle	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=nhso1
4988	Point	NHVI3	no_flooding	New Haven	41.085	-85.022222	Maumee River	IN	3.23	7/8/2016 15:30	ft	12	17	20	24	 	ft	iwx	NAD83/WGS84	HGIR2	0.3	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=nhvi3
4989	Point	NHVV1	no_flooding	Brooksville	44.061667	-73.171111	New Haven River	VT	2.83	7/8/2016 15:30	ft	8	 	 	 	 	ft	btv	NAD27	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=nhvv1
4990	Point	NIAV2	no_flooding	Niagara	37.255	-79.871667	Roanoke River	VA	2.61	7/8/2016 15:45	ft	11	13	15	18	 	ft	rnk	NAD83/WGS84	HGIRG	0.31	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=niav2
4991	Point	NIAW3	no_flooding	Niagara	45.767778	-87.980556	Menominee River	WI	5.4	7/8/2016 15:15	ft	10	13	15	16	 	ft	grb	NAD83/WGS84	HGIRP	1.37	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=niaw3
4992	Point	NICG1	no_flooding	Mableton	33.803333	-84.521389	Nickajack Creek	GA	1.92	7/8/2016 16:00	ft	8	10	16	21	 	ft	ffc	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nicg1
4993	Point	NILC1	no_flooding	Niles	37.587222	-121.959722	Alameda Creek	CA	2.75	7/8/2016 16:00	ft	9	9	10.5	 	 	ft	mtr	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=nilc1
4994	Point	NILI2	no_flooding	Niles	42.012222	-87.795833	North Branch Chicago River	IL	1.96	7/8/2016 15:45	ft	6	 	 	 	 	ft	lot	NAD83/WGS84	HGIRP	0.08	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=nili2
4995	Point	NILM4	no_flooding	Niles	41.829167	-86.259722	St. Joseph River (MI/IN)	MI	4.85	7/8/2016 16:00	ft	10	11	14	15	 	ft	iwx	NAD83/WGS84	HGIRG	1.67	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=nilm4
4996	Point	NIMM5	not_defined	Nimrod	46.641111	-94.880278	Crow Wing River	MN	2.64	7/8/2016 16:00	ft	 	 	 	 	 	ft	fgf	NAD83/WGS84	HGIRG	0.27	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=nimm5
4997	Point	NINA2	no_flooding	Ninilchik Road Bridge	60.048333	-151.664722	Ninilchik River	AK	5.13	7/8/2016 16:00	ft	9.8	10.8	 	 	 	ft	pafc	NAD83/WGS84	HGIRZ	0.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=nina2
4998	Point	NINM1	no_flooding	Nine Mile Bridge	46.700556	-69.715556	St. John River	ME	2.83	7/8/2016 16:00	ft	12	15	20	23	 	ft	car	NAD83/WGS84	HGIRG	1.99	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=ninm1
4999	Point	NIPI2	no_flooding	Spring Grove	42.443333	-88.2475	Nippersink Creek	IL	3.77	7/8/2016 16:00	ft	6.5	 	 	 	 	ft	lot	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=nipi2
5000	Point	NIRQ9	not_defined	Onion Creek	62.208056	-139.048611	Nisling River	AK	46.99	7/8/2016 15:20	ft	 	 	 	 	 	ft	pafg4	NAD83/WGS84	HGIRG	2.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg4&gage=nirq9
5001	Point	NISW1	no_flooding	National	46.752778	-122.0825	Nisqually River	WA	0.71	7/8/2016 16:00	kcfs	 	8	10	15	 	ft	sew	NAD83/WGS84	QRIRV	4.6	ft	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nisw1
5002	Point	NITS1	no_flooding	North Inlet Estuary	33.351667	-79.186667	Atlantic Coast	NC	4.23	7/8/2016 15:54	ft	7	 	 	 	 	ft	ilm	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=nits1
5003	Point	NITW1	no_flooding	Nighthawk	48.984722	-119.617222	Similkameen River	WA	4.23	7/8/2016 15:30	ft	13	14	15	16	 	cfs	otx	NAD27	HGIRG	1.82	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=nitw1
5004	Point	NIXN2	no_flooding	Nixon	39.7775	-119.375556	Truckee River	NV	3.2	7/8/2016 16:15	ft	9	10.5	11.5	13	 	ft	rev	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=nixn2
5005	Point	NIXS1	not_defined	Nixons Crossroads	33.851389	-78.656111	Atlantic Intracoastal Waterway	SC	14.46	7/8/2016 16:15	ft	 	 	 	 	 	ft	ilm	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=nixs1
5006	Point	NJNM4	no_flooding	Nahma Junction	45.943056	-86.705556	Sturgeon River - Delta Co	MI	4.04	7/8/2016 15:45	ft	8	10	14	16	 	ft	mqt	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mqt&gage=njnm4
5007	Point	NJNT1	no_flooding	Johnsonville	36.017778	-88.004167	Tennessee River	TN	359.76	7/8/2016 15:45	ft	375	378	 	 	 	ft	meg	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=njnt1
5008	Point	NKHO2	no_flooding	Ninnekah	34.96333	-97.89917	Little Washita River	OK	6.68	7/8/2016 16:00	ft	15	20	22	24	 	ft	oun	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=nkho2
5009	Point	NKJT1	not_defined	Nickajack Dam (Jasper 5S)	35.001944	-85.620556	Tennessee River	TN	632.91	7/8/2016 11:00	ft	 	 	 	 	 	ft	mrx	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nkjt1
5010	Point	NKRN1	no_flooding	Nickerson	41.561185	-96.541004	Maple Creek	NE	4.41	7/8/2016 15:45	ft	10	11.5	13	17	 	ft	oax	NAD83/WGS84	HGIRG	0.29	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=nkrn1
5011	Point	NKSW1	no_flooding	Ferndale	48.845	-122.588056	Nooksack River	WA	5.35	7/8/2016 15:30	ft	 	19	21	23	 	ft	sew	NAD83/WGS84	HGIRG	2	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=nksw1
5012	Point	NKTA2	not_defined	Nikiski	60.666667	-151.385556	Nikiski	AK	20.72	7/8/2016 15:54	ft	 	 	 	 	 	ft	pafc	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc&gage=nkta2
5013	Point	NLBN4	no_flooding	New Lisbon	39.956111	-74.627778	Greenwood Branch	NJ	1.95	7/8/2016 15:30	ft	4	5	9	12	 	ft	phi	NAD83/WGS84	HGIRG	0.04	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=nlbn4
5014	Point	NLDM7	no_flooding	New London	39.612222	-91.407222	Salt River (MO)	MO	4.85	7/8/2016 16:00	ft	17	19	25	27	 	ft	lsx	NAD83/WGS84	HGIRG	1.51	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=nldm7
