"GaugeLID"	"Location"	"Latitude"	"Longitude"	"Waterbody"	"State"	"Units"	"Action"	"Flood"	"Moderate"	"Major"	"URL"	"USGS"	"Action_Q"	"Flood_Q"	"Moderate_Q"	"Major_Q"
"HDDI3"	"Dyer"	41.507778	-87.51	"Hart Ditch"	"IN"	"ft"	11	12	13	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=hddi3"	"05536179"	1365.35395903573	1601.98304034812	1849.93003893014	2115.87463918044
"HDDN4"	"Haddonfield"	39.903056	-75.021389	"Cooper River"	"NJ"	"ft"	2.5	4.5	5.5	7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=hddn4"	"01467150"	365.027626769041	1724.0988532592	2599.07086269566	4040
"HDLN6"	"Hadley"	43.311389	-73.867778	"Sacandaga River"	"NY"	"ft"	8	10	11	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=hdln6"	"01325000"	8994.66106353705	14539.8513139859	18436.3832712554	23300
"HDSV2"	"Huddleston"	37.173056	-79.520556	"Goose Creek"	"VA"	"ft"	12	15	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=hdsv2"	"02059500"	9988.62940273205	14231.6289908726	NA	NA
"HDSW2"	"Headsville"	39.443056	-78.822222	"Patterson Creek"	"WV"	"ft"	6	9	11	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=hdsw2"	"01604500"	1059.93275494704	2538.66029901309	8801.99671428087	26380.4316981408
"HDYA4"	"Hardy"	36.313611	-91.482778	"Spring River (AR)"	"AR"	"ft"	8	10	14	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=hdya4"	"07069305"	8905.04842472013	14888.8810751664	30931.6421099065	40862.7561150005
"HDYN1"	"Hardy"	39.9925	-97.931389	"Republican River"	"NE"	"ft"	9	11	11.5	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=hdyn1"	"06853500"	4290.66320448193	5376.9823078961	6106.47962158195	7521.04857621193
"HDYN6"	"Hadley"	43.318889	-73.844722	"Hudson River"	"NY"	"ft"	8.5	14	17	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=hdyn6"	"01318500"	12246.6790525836	26351.0659866523	34308.7223814284	39559.1247231532
"HEAC1"	"Healdsburg"	38.613333	-122.835278	"Russian River"	"CA"	"ft"	20	23	27	29	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=heac1"	"11464000"	39075.1890081555	51452.1651871862	70601.3662846957	81300
"HEAO2"	"Headrick"	34.638056	-99.103333	"North Fork of the Red River"	"OK"	"ft"	12	14	16	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=heao2"	"07305000"	2731.19555475234	5330.32937621995	9047.25869241112	23506.3332354676
"HEII1"	"Heise"	43.612406	-111.659903	"Snake River"	"ID"	"ft"	7.5	8	9.5	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pih&gage=heii1"	"13037500"	30274.0384615385	32267.3076923077	38247.1153846154	44226.9230769231
"HENN1"	"Henry"	41.988611	-104.078333	"North Platte River"	"NE"	"ft"	4.5	5.5	6.5	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=henn1"	"06674500"	3876.63970536348	6485.90432262597	9257.76185985492	11882.0558932351
"HENN3"	"Henniker"	43.152024	-71.8578	"Contoocook River"	"NH"	"ft"	10	12	16	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gyx&gage=henn3"	"01085000"	3683.85949669365	7226.21909664309	NA	NA
"HENW2"	"Hendricks"	39.072222	-79.623056	"Dry Fork River"	"WV"	"ft"	12	14	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=henw2"	"03065000"	29021.72196413	39716.3703206054	70022.7486558775	91020.3386773021
"HERP1"	"Hershey"	40.298333	-76.668056	"Swatara Creek"	"PA"	"ft"	6	7	10	14	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=herp1"	"01573560"	6674.61095418442	8606.11025563247	14872.8054338052	25019.6634718198
"HERS2"	"Hermosa"	43.828056	-103.195556	"Battle Creek (SD)"	"SD"	"ft"	7	8	10	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=hers2"	"06406000"	389.098264106182	528.445847454302	1203.06590794211	2385.62013261161
"HEUN6"	"Heuvelton"	44.599444	-75.379167	"Oswegatchie River"	"NY"	"ft"	6.5	7.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=heun6"	"04263000"	8920.08404562223	11428.908336953	NA	NA
"HFDV2"	"Hayfield"	39.214444	-78.288333	"Hogue Creek"	"VA"	"ft"	4	8	10	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=hfdv2"	"01613900"	640.109435413307	2804.21542696971	NA	NA
"HFMW4"	"Manila"	41.011334	-109.673136	"Henrys Fork"	"WY"	"ft"	6.5	7	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=hfmw4"	"09229500"	2050.60538881539	3036.75157272229	NA	NA
"HGBT2"	"Houston"	29.956667	-95.417778	"Greens Bayou"	"TX"	"ft"	81.8	84.8	86.6	87.7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hgbt2"	"08075900"	7719.76788623772	10733.7692937737	12967.8851162395	14906.0956910572
"HGRN8"	"Hillsboro"	47.409444	-97.060833	"Goose River (09020109)"	"ND"	"ft"	7	10	13	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=hgrn8"	"05066500"	3122.12103876326	4335.24928361505	5899.84758159495	13631.7728701963
"HGSP1"	"Hogestown"	40.252222	-77.021111	"Conodoguinet Creek"	"PA"	"ft"	6	8	10	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=hgsp1"	"01570000"	3452.84538918832	6012.41524848536	9483.72754543894	14379.1021790568
"HGTT2"	"Houston"	29.775	-95.396944	"White Oak Bayou"	"TX"	"ft"	29	32	33.5	36	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hgtt2"	"08074500"	12527.4440251082	15212.8087319329	16609.3944553238	19000.2394037851
"HGZM7"	"Hagers Grove"	39.83	-92.230556	"North Fork Salt River"	"MO"	"ft"	10	12	16	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=hgzm7"	"05502300"	3781.69477574643	4980.96113885822	8123.22522779386	25272.7690146352
"HHDS2"	"Oelrichs"	43.188056	-103.226111	"Horsehead Creek"	"SD"	"ft"	10	16	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=hhds2"	"06400875"	690.474760899235	3940.3640820579	8979.50959769971	NA
"HHTM4"	"Holt"	42.640278	-84.482778	"Sycamore Creek"	"MI"	"ft"	6	8	9	10	"http://water.weather.gov/ahps2/hydrograph.php?wfo=grr&gage=hhtm4"	"04112850"	173.515817364958	605.486115204371	976.218673468338	NA
"HIBK2"	"High Bridge Lock"	37.829167	-84.723889	"Kentucky River"	"KY"	"ft"	26	30	36	39	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=hibk2"	"03286500"	62927.0250854575	72941.0534328411	87535.8664314107	95571.5245269008
"HIBT1"	"Knoxville 8SSE at Martin Mill Road"	35.884167	-83.838333	"Stock Creek"	"TN"	"ft"	10	13	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=hibt1"	"034991109"	705	NA	NA	NA
"HICN8"	"Hickson"	46.659722	-96.795556	"Red River of the North"	"ND"	"ft"	28	30	34	38	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=hicn8"	"05051522"	6950.66028663427	7940.13941701611	11219.745821006	20105.3410977335
"HICT2"	"Hico"	31.976389	-98.0325	"North Bosque River"	"TX"	"ft"	22	24	27	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hict2"	"08094800"	14922.6241059883	19439.7489515935	NA	NA
"HIGM5"	"High Landing"	48.048611	-95.808889	"Red Lake River"	"MN"	"ft"	11	12	12.5	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=higm5"	"05075000"	2069.41645529244	2290.56531951209	2507.76022534568	2965.92506981248
"HILN8"	"Halstad"	47.351944	-96.843333	"Red River of the North"	"MN"	"ft"	24	26	32	37.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=hiln8"	"05064500"	16650.956503733	19209.6575161799	27763.742690833	37850.6354654046
"HIPN7"	"High Point"	36.037222	-79.945556	"East Fork of Deep River"	"NC"	"ft"	10	10	13	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hipn7"	"02099000"	1306.49296438787	1306.49296438787	NA	NA
"HKSH1"	"Honokohau"	20.9625	-156.589444	"Honokohau Stream"	"HI"	"ft"	NA	4.5	NA	8.4	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hksh1"	"16620000"	NA	2136.24202244688	NA	NA
"HLAH1"	"Kilauea"	22.181667	-159.421389	"Halaulani Stream"	"HI"	"ft"	NA	7	NA	9.76	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hlah1"	"16097500"	NA	1904.15483865245	NA	4131.39290276481
"HLBK2"	"Hopkinsville - Bypass"	36.849444	-87.428889	"South Fork Little River"	"KY"	"ft"	16	18	19	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=hlbk2"	"03437495"	1475.38433246513	2149.46487779999	2749.83405603097	3536.25348892979
"HLCT2"	"Hedley"	34.935556	-100.696111	"Lelia Lake Creek"	"TX"	"ft"	6	12	14	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=hlct2"	"07299890"	299.474897117838	NA	NA	NA
"HLDF1"	"Holder"	28.988611	-82.349722	"Withlacoochee River (FL)"	"FL"	"ft"	7	8	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tbw&gage=hldf1"	"02313000"	2332.75142213559	2942.02693648422	3698.87775140603	6109.05538689039
"HLDK2"	"Heidelberg"	37.553056	-83.769167	"Kentucky River"	"KY"	"ft"	16	20	24	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=hldk2"	"03282000"	15408.1494412715	34959.8490607914	57713.7077808176	91006.1226204851
"HLEH1"	"Hanalei"	22.191944	-159.465833	"Hanalei River"	"HI"	"ft"	NA	7.7	NA	15.8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hleh1"	"16103000"	NA	7097.49019152423	NA	25522.2148753573
"HLEN6"	"Hale Eddy"	42.003056	-75.383889	"West Branch Delaware River"	"NY"	"ft"	9	11	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=hlen6"	"01426500"	7548.71162117828	11731.5738317616	17042.9172195447	23608.2571994291
"HLGP1"	"Hillegass"	40.373889	-75.522778	"West Branch Perkiomen Creek"	"PA"	"ft"	4	5	6	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=hlgp1"	"01472199"	645.697609762947	1520.14012931865	2760.70846266061	NA
"HLHK2"	"Hopkinsville - 68/80"	36.849722	-87.352222	"South Fork Little River"	"KY"	"ft"	13	15	17	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pah&gage=hlhk2"	"03437480"	1739.06899812285	2703.81818532477	5155.2611255043	14303.6860844916
"HLLW2"	"Hilldale"	37.64	-80.805278	"Greenbrier River"	"WV"	"ft"	12	16	20	24	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=hllw2"	"03184000"	18045.240597938	30980.4841217416	48714.2708358799	72165.406694846
"HLSN7"	"Hillsborough"	36.071667	-79.096944	"Eno River"	"NC"	"ft"	NA	16	18	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hlsn7"	"02085000"	NA	3860.49642737369	6683.49302019435	9870.30487571214
"HLWH1"	"Halawa"	21.158611	-156.759167	"Halawa Stream"	"HI"	"ft"	NA	9	NA	19.9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hlwh1"	"16400000"	NA	2290.72021225342	NA	26770.1657110923
"HLWM8"	"Harlowton"	46.43	-109.84	"Musselshell River"	"MT"	"ft"	NA	7	7.5	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=hlwm8"	"06120500"	NA	2809.09611176236	3348.26394958291	3929.11895475733
"HLYM3"	"Holyoke"	42.191469	-72.609311	"Connecticut River"	"MA"	"ft"	25.5	26.5	29.5	32.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=hlym3"	"01172010"	100517.945500658	106373.13880921	122934.650946153	NA
"HLYT1"	"Hollywood St"	35.187778	-89.975556	"Wolf River"	"TN"	"ft"	28	33	36	38	"http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=hlyt1"	"07031740"	17932.5798286175	29003.66780026	37300	NA
"HMBI4"	"Hamburg"	40.601161	-95.644458	"Nishnabotna River"	"IA"	"ft"	23	25	27	33	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=hmbi4"	"06810000"	14638.7124258836	18828.1599749275	24314.0291950045	62945.6081718327
"HMFW4"	"Viva Naughton Reservoir"	42.110556	-110.709722	"Hams Fork"	"WY"	"ft"	6	6.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=hmfw4"	"09223000"	1435.40698304344	1796.97713683024	NA	NA
"HMGM4"	"Hamburg"	42.465278	-83.8	"Huron River"	"MI"	"ft"	6	6.5	7	7.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=hmgm4"	"04172000"	591.384428447341	737.101088036876	918.616683236541	1122.853320097
"HMLT2"	"Hamilton"	31.788611	-98.121111	"Leon River"	"TX"	"ft"	24	26	29	35	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=hmlt2"	"08100000"	5682.85930303255	6696.48762602699	9103.50239803846	32000
"HMPS1"	"Hampton"	32.836615	-81.131492	"Coosawhatchie River"	"SC"	"ft"	11	12	14	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=hmps1"	"02176500"	7753.82379298804	NA	NA	NA
"HMRN1"	"Homer"	42.321667	-96.487778	"Omaha Creek"	"NE"	"ft"	15	18	28	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=hmrn1"	"06601000"	15274.2909090909	18718.6497607656	NA	NA
"HMRP1"	"Homer City"	40.5725	-79.103611	"Yellow Creek"	"PA"	"ft"	6.6	8	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pbz&gage=hmrp1"	"03042280"	2850.05471844307	4773.79088261398	NA	NA
"HNBP1"	"Honeybrook"	40.072778	-75.861111	"West Branch Brandywine Creek"	"PA"	"ft"	6	7	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=hnbp1"	"01480300"	553.582710044817	931.098288856042	2199.94957554311	3389.54120400957
"HNEP1"	"Honesdale"	41.607222	-75.2675	"Dyberry Creek"	"PA"	"ft"	6.5	7	8	9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=hnep1"	"01429500"	1772.19369926581	2075.57258769332	2795.32456232686	3714.72913772977
"HNKI4"	"Hancock"	41.390117	-95.372022	"West Nishnabotna River"	"IA"	"ft"	12	14	19	23	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=hnki4"	"06807410"	7946.24773040534	10520.9882575308	17905.9451081032	27521.8446581053
"HNKM2"	"Hancock"	39.6975	-78.177778	"Potomac River"	"MD"	"ft"	24	30	33	35	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=hnkm2"	"01613000"	61875.8860416896	98653.613485611	122719.752931065	140370.10096438
"HNRN7"	"HENRY FORK"	35.684444	-81.403333	"South Fork Catawba River"	"NC"	"ft"	10	20	35	40	"http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=hnrn7"	"02143000"	4620.19378206723	14000	NA	NA
"HNTT2"	"Hunt"	30.069722	-99.321389	"Guadalupe River"	"TX"	"ft"	10	10	12	22	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=hntt2"	"08165500"	1457.72582370645	1457.72582370645	4758.42817535485	51192.7289760481
"HNWH1"	"Ke anae"	20.810278	-156.116667	"Hanawi Stream"	"HI"	"ft"	NA	7.5	NA	11.6	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hnwh1"	"16508000"	NA	2239.52825300696	NA	5397.01571009822
"HNYN6"	"Honeoye Falls"	42.957222	-77.589167	"Honeoye Creek"	"NY"	"ft"	4	4.5	5	6	"http://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=hnyn6"	"04229500"	1880.14645681903	2592.40244067834	3465.92713444474	5757.07830373139
"HODO3"	"Hood River"	45.654722	-121.548889	"Hood River"	"OR"	"ft"	12	13	NA	16	"http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=hodo3"	"14120000"	10703.9207713433	12686.3140328118	NA	19633.4270172206
"HOFN7"	"Hoffman"	35.060556	-79.494167	"Drowning Creek"	"NC"	"ft"	7	8	NA	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hofn7"	"02133500"	2325.10364863508	NA	NA	NA
"HOGW4"	"Hog Park"	41.023611	-106.824167	"Encampment River"	"WY"	"ft"	4.5	5.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=hogw4"	"06623800"	1095.67209818233	1854.71298626251	NA	NA
"HOHN4"	"Ho-Ho-Kus"	40.997778	-74.113333	"Hohokus Brook"	"NJ"	"ft"	2.5	3	5	7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=okx&gage=hohn4"	"01391000"	333.229364117655	799.688318676379	2403.51586880274	3541.20577090324
"HOKI4"	"Hornick"	42.226944	-96.077778	"West Fork Ditch"	"IA"	"ft"	17	20	22	27	"http://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=hoki4"	"06602020"	2576.65634279256	3849.83941697482	5179.92651666085	11319.8101037221
"HOKN7"	"Hookerton"	35.428889	-77.5825	"Contentnea Creek"	"NC"	"ft"	12	13	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=hokn7"	"02091500"	1773.34451945294	2707.23565399751	6650.25330486761	9945.87765031835
"HOLG1"	"Chatsworth"	34.716667	-84.77	"Holly Creek"	"GA"	"ft"	8	10	15	19	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=holg1"	"02385800"	963.324186222619	4131.69316779687	21434.0282091505	NA
"HOLL1"	"Holden"	30.503611	-90.677222	"Tickfaw River"	"LA"	"ft"	14	15	19	21	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=holl1"	"07376000"	3937.77248044342	4532.07656429701	10879.1556355059	NA
"HONG1"	"Southwest Conyers"	33.579722	-84.064167	"Honey Creek"	"GA"	"ft"	7	9	13	17	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hong1"	"02204130"	661.330953511175	2042.75824466294	NA	NA
"HONP1"	"Honesdale"	41.561944	-75.248333	"Lackawaxen River"	"PA"	"ft"	9	10.5	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=honp1"	"01430000"	7457.82408498235	10060.4511649166	NA	NA
"HOOC1"	"Hoopa"	41.05	-123.670833	"Trinity River"	"CA"	"ft"	44	48	52	56	"http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=hooc1"	"11530000"	144673.553447056	175136.99348158	207035.694134878	NA
"HOPC1"	"Hopland"	39.026667	-123.129444	"Russian River"	"CA"	"ft"	18	21	23	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=hopc1"	"11462500"	11232.0816200458	14850.7995696894	17556.5399224059	22051.6494070652
"HOPG1"	"Riverview Plantation"	31.140556	-84.480833	"Flint River (GA)"	"GA"	"ft"	25	30	38	43	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=hopg1"	"02355662"	30404.5467129354	39373.8549213863	55525.0798796858	66772.091949893
"HOPN6"	"Hope"	43.352778	-74.270833	"Sacandaga River"	"NY"	"ft"	6	7	9	10	"http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=hopn6"	"01321000"	8093.38927662924	12160.8793055641	22746.6075370427	29264.8457395865
"HORN6"	"Hornell"	42.313889	-77.651389	"Canisteo River"	"NY"	"ft"	4	9	10	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=horn6"	"01524500"	1756.14696225743	NA	NA	NA
"HORP4"	"Hormigueros"	18.143333	-67.149167	"Rio Guanajibo"	"PR"	"ft"	16	20	22	26	"http://water.weather.gov/ahps2/hydrograph.php?wfo=sju&gage=horp4"	"50138000"	623.592734397996	2208.75782278721	4198.53740944154	25732.7094349557
"HOSC1"	"Highway 156 near Hollister"	36.851944	-121.428889	"San Benito River"	"CA"	"ft"	11	NA	13	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=hosc1"	"11158600"	6502.23650743161	NA	12885.0856126432	NA
"HOTI1"	"Hot Springs"	42.771111	-115.719444	"Bruneau River"	"ID"	"ft"	9.5	9.5	11	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=hoti1"	"13168500"	4162.45312237004	4162.45312237004	5560.36213623311	NA
"HOTS2"	"Hot Springs"	43.430556	-103.475833	"Fall River (SD)"	"SD"	"ft"	3.5	4.5	6	8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=hots2"	"06402000"	672.537146113075	NA	NA	NA
"HOUH1"	"Kunia"	21.401667	-158.066944	"Honouliuli Stream"	"HI"	"ft"	NA	8	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=houh1"	"16212480"	NA	448.778985373913	NA	NA
"HOUM5"	"Houston"	43.768611	-91.569722	"Root River (MN)"	"MN"	"ft"	12	15	17	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=houm5"	"05385000"	8069.07718203347	12948.6259826889	25332.1759007114	42828.9679888926
"HOUP1"	"Houserville"	40.833611	-77.827778	"Spring Creek"	"PA"	"ft"	5	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=houp1"	"01546400"	286.043093925186	NA	NA	NA
"HOYN2"	"Wellington"	38.728056	-119.427778	"West Walker River"	"NV"	"ft"	7	8	9	10	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=hoyn2"	"10297500"	1942.26462401104	2604.53933619379	3447.55220397219	4512.42559511185
"HPDT2"	"Hempstead"	30.128889	-96.1875	"Brazos River"	"TX"	"ft"	25	50	53	55	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hpdt2"	"08111500"	16458.6388180227	91140.6958776523	118680.604161127	156596.053545463
"HPNN7"	"US22O Nr Greensboro"	36.136667	-79.861111	"Horsepen Creek"	"NC"	"ft"	8	11	13	15	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hpnn7"	"0209399200"	621.08921394923	NA	NA	NA
"HPOH1"	"Huelo"	20.888889	-156.255556	"Honopou Stream"	"HI"	"ft"	NA	3.5	NA	7.3	"http://water.weather.gov/ahps2/hydrograph.php?wfo=hnl&gage=hpoh1"	"16587000"	NA	553.76408584894	NA	NA
"HPTG1"	"High Point"	33.505833	-83.825	"Alcovy River"	"GA"	"ft"	9	11	15	20	"http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hptg1"	"02209000"	2046.53370157161	2899.14728820664	4848.27292192679	7497.57556964064
"HRCN2"	"Carlin"	40.727778	-116.008333	"Humboldt River"	"NV"	"ft"	6	7	7.5	8.5	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=hrcn2"	"10321000"	2167.01162847315	2884.12135359196	3278.71730022177	4139.0696059145
"HRDM8"	"Hardin"	45.735833	-107.556667	"Little Bighorn River"	"MT"	"ft"	NA	8	10	11.8	"http://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=hrdm8"	"06294000"	NA	3957.20732240704	7558.28576099153	15659.0418767215
"HREN2"	"Elko"	40.936111	-115.623611	"Humboldt River"	"NV"	"ft"	7	8	9	11	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lkn&gage=hren2"	"10318500"	2204.01535102872	2877.72762263558	3647.97327917939	7659.2812204543
"HRGA4"	"Horatio"	33.919444	-94.3875	"Little River"	"AR"	"ft"	20.5	27	28.5	30	"http://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=hrga4"	"07340000"	15038.886493802	24964.7305977141	28284.9314719173	33950.425116099
"HRHO2"	"Harrah"	35.500278	-97.193611	"North Canadian River"	"OK"	"ft"	11	14	16	18	"http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=hrho2"	"07241550"	4456.13517486018	8604.70290110015	11855.8406632533	15578.5737856504
"HRIN2"	"Imlay"	40.6925	-118.203333	"Humboldt River"	"NV"	"ft"	9.5	10.2	11.2	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=hrin2"	"10333000"	1378.9317147275	1790.62375711178	2542.22754096339	3342.59703078189
"HRKV2"	"Holcomb Rock"	37.501111	-79.262778	"James River (VA)"	"VA"	"ft"	18	22	24	28	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=hrkv2"	"02025500"	40051.5906607906	59007.8232824948	69727.5351585217	93682.3902808902
"HRLM8"	"Harlem"	48.489444	-108.757778	"Milk River"	"MT"	"ft"	20	21	23	25	"http://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=hrlm8"	"06154100"	3155.56889984577	4469.4106210085	6688.37009975995	7553.71895925573
"HRMU1"	"Hyrum"	41.623611	-111.738056	"Blacksmith Fork River"	"UT"	"ft"	6.7	7	8	9	"http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=hrmu1"	"10113500"	1137.71942702703	1223.32694054054	1508.68531891892	NA
"HRNM7"	"Hermann"	38.709722	-91.438611	"Missouri River"	"MO"	"ft"	19	21	26	33	"http://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=hrnm7"	"06934500"	164697.111223768	191451.19418703	272854.536735329	418139.84876734
"HRNN6"	"Hornell"	42.334722	-77.683333	"Canacadea Creek"	"NY"	"ft"	4.5	5	6	7	"http://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=hrnn6"	"01523500"	3310.76941840437	4138.20703639907	5867.21591933829	NA
"HRPN2"	"Rye Patch"	40.4675	-118.306667	"Humboldt River"	"NV"	"ft"	10.5	12	12.5	13	"http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=hrpn2"	"10335000"	1994.19660853645	2816.96695211183	3117.45727961346	3431.29851900096
"HRPO1"	"Hiram Rapids"	41.340556	-81.166944	"Cuyahoga River"	"OH"	"ft"	5	7	8	12	"http://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=hrpo1"	"04202000"	1399.96942711349	2650.10627839371	3538.10666470002	NA
"HRRN4"	"Harrisville"	39.663333	-74.523611	"Oswego River (NJ)"	"NJ"	"ft"	4.5	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=hrrn4"	"01410000"	389.946336993624	NA	NA	NA
"HRSI1"	"Horseshoe Bend"	43.943333	-116.196667	"Payette River"	"ID"	"ft"	13.7	NA	NA	NA	"http://water.weather.gov/ahps2/hydrograph.php?wfo=boi&gage=hrsi1"	"13247500"	17650.2597946808	NA	NA	NA
